release_year,playlist_genre,track_name,track_artist,track_popularity
2019,rap,HIGHEST IN THE ROOM,Travis Scott,94
2019,rap,HIGHEST IN THE ROOM,Travis Scott,94
2019,rap,HIGHEST IN THE ROOM,Travis Scott,94
2019,rap,BOP,DaBaby,93
2019,rap,Vete,Bad Bunny,93
2019,rap,BOP,DaBaby,93
2019,rock,bad guy,Billie Eilish,95
2019,rock,Unsainted,Slipknot,77
2019,rock,Popular Monster,Falling In Reverse,75
2019,rock,Ludens,Bring Me The Horizon,73
2019,rock,Bubble Gum,Clairo,72
2019,rock,Nero Forte,Slipknot,72
2019,rock,Under the Graveyard,Ozzy Osbourne,71
2019,rock,Under the Graveyard,Ozzy Osbourne,71
2019,rock,original me (feat. dan reynolds of imagine dragons),YUNGBLUD,71
2019,rock,Glory,The Score,71
2020,edm,Yummy,Justin Bieber,95
2020,edm,Life Is Good (feat. Drake),Future,93
2020,edm,Rare,Selena Gomez,88
2020,edm,Good News,Mac Miller,87
2020,edm,You should be sad,Halsey,86
2020,edm,Lose You To Love Me,Selena Gomez,85
2020,edm,Eleven,Khalid,83
2020,edm,Dance Again,Selena Gomez,79
2020,edm,Me Gusta,Shakira,79
2020,edm,In Your Eyes (feat. Alida),Robin Schulz,74
2020,latin,Yummy,Justin Bieber,95
2020,latin,Yummy,Justin Bieber,95
2020,latin,Life Is Good (feat. Drake),Future,93
2020,latin,Life Is Good (feat. Drake),Future,93
2020,latin,Rare,Selena Gomez,88
2020,latin,Rare,Selena Gomez,88
2020,latin,Good News,Mac Miller,87
2020,latin,Good News,Mac Miller,87
2020,latin,You should be sad,Halsey,86
2020,latin,You should be sad,Halsey,86
2020,pop,Yummy,Justin Bieber,95
2020,pop,Yummy,Justin Bieber,95
2020,pop,Rare,Selena Gomez,88
2020,pop,Rare,Selena Gomez,88
2020,pop,Rare,Selena Gomez,88
2020,pop,You should be sad,Halsey,86
2020,pop,You should be sad,Halsey,86
2020,pop,Lose You To Love Me,Selena Gomez,85
2020,pop,Morado,J Balvin,82
2020,pop,Wrong Direction,Hailee Steinfeld,79
2020,r&b,Yummy,Justin Bieber,95
2020,r&b,Yummy,Justin Bieber,95
2020,r&b,Life Is Good (feat. Drake),Future,93
2020,r&b,Life Is Good (feat. Drake),Future,93
2020,r&b,Rare,Selena Gomez,88
2020,r&b,Good News,Mac Miller,87
2020,r&b,You should be sad,Halsey,86
2020,r&b,Lose You To Love Me,Selena Gomez,85
2020,r&b,Eleven,Khalid,83
2020,r&b,Eleven,Khalid,83
2020,rap,Life Is Good (feat. Drake),Future,93
2020,rap,Life Is Good (feat. Drake),Future,93
2020,rap,Good News,Mac Miller,87
2020,rap,Sum 2 Prove,Lil Baby,81
2020,rap,Sum 2 Prove,Lil Baby,81
2020,rap,Godzilla (feat. Juice WRLD),Eminem,79
2020,rap,20/20,Lil Tjay,79
2020,rap,La Playa - Remix,Myke Towers,79
2020,rap,Diamonds (with Normani),Megan Thee Stallion,77
2020,rap,Ich hol dich ab,Jamule,76
2020,rock,Woods,Mac Miller,72
2020,rock,Ordinary Man (feat. Elton John),Ozzy Osbourne,71
2020,rock,Ordinary Man (feat. Elton John),Ozzy Osbourne,71
2020,rock,Full Circle,Five Finger Death Punch,68
2020,rock,Break My Baby,KALEO,63
2020,rock,Soak Me in Bleach,The Amity Affliction,61
2020,rock,Empire,Hollywood Undead,60
2020,rock,Infinite,Silverstein,59
2020,rock,Wasting Time,The Mowgli's,57
2020,rock,So Predictable,Set It Off,57
